[INFO ] [2021-12-25 17:20:41,142] Pre-condition - Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-12-25 19:25:59,289] User_01_Register- Step 10: click to Logout link
[INFO ] [2021-12-25 19:26:00,651] User_02_Login- Step 01: click to Login link
[INFO ] [2021-12-25 19:26:01,167] User_02_Login- Step 02: input email textbox
[INFO ] [2021-12-25 19:26:01,266] User_02_Login- Step 03: input password textbox
[INFO ] [2021-12-25 19:26:01,362] User_02_Login- Step 04: click to Login button
[INFO ] [2021-12-25 19:26:02,165] User_02_Login- Step 05: verify my account link is displayed
[INFO ] [2021-12-25 19:26:02,274] User_02_Login- Step 06: click to my account link
[INFO ] [2021-12-25 19:26:03,377] User_02_Login- Step 01: verify page customer infor is displayed
[INFO ] [2021-12-25 19:26:03,442]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-12-25 19:26:03,446] Post-condition: close browser
[INFO ] [2021-12-25 19:28:51,049] Pre-condition - Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-12-25 19:28:56,497] User_01_Register- Step 01: Verify Home page is displayed
[INFO ] [2021-12-25 19:28:56,500] User_01_Register- Step 02: click to Register link
[INFO ] [2021-12-25 19:29:00,998] User_01_Register- Step 03: enter to first Name textbox
[INFO ] [2021-12-25 19:29:01,097] User_01_Register- Step 04:  enter to last Name textbox
[INFO ] [2021-12-25 19:29:01,179] User_01_Register- Step 05:  enter to email textbox with valueauto7005@mail.com
[INFO ] [2021-12-25 19:29:01,281] User_01_Register- Step 06:  enter to password textbox with value123456
[INFO ] [2021-12-25 19:29:01,371] User_01_Register- Step 07:  enter to confirm password textbox with value123456
[INFO ] [2021-12-25 19:29:01,446] User_01_Register- Step 08: click to Register button
[INFO ] [2021-12-25 19:29:03,693] User_01_Register- Step 09: verify successmessage is displayed
[INFO ] [2021-12-25 19:29:03,748] User_01_Register- Step 10: click to Logout link
[INFO ] [2021-12-25 19:29:05,572] User_02_Login- Step 01: click to Login link
[INFO ] [2021-12-25 19:29:06,045] User_02_Login- Step 02: input email textbox
[INFO ] [2021-12-25 19:29:06,123] User_02_Login- Step 03: input password textbox
[INFO ] [2021-12-25 19:29:06,219] User_02_Login- Step 04: click to Login button
[INFO ] [2021-12-25 19:29:08,698] User_02_Login- Step 05: verify my account link is displayed
[INFO ] [2021-12-25 19:29:08,780] User_02_Login- Step 06: click to my account link
[INFO ] [2021-12-25 19:29:09,280] User_02_Login- Step 01: verify page customer infor is displayed
[INFO ] [2021-12-25 19:29:09,352]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-12-25 19:29:09,356] Post-condition: close browser
[INFO ] [2021-12-25 19:30:18,927] Pre-condition - Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-12-25 19:30:23,682] User_01_Register- Step 01: Verify Home page is displayed
[INFO ] [2021-12-25 19:30:23,685] User_01_Register- Step 02: click to Register link
[INFO ] [2021-12-25 19:30:28,163] User_01_Register- Step 03: enter to first Name textbox
[INFO ] [2021-12-25 19:30:28,253] User_01_Register- Step 04:  enter to last Name textbox
[INFO ] [2021-12-25 19:30:28,328] User_01_Register- Step 05:  enter to email textbox with valueauto1671@mail.com
[INFO ] [2021-12-25 19:30:28,409] User_01_Register- Step 06:  enter to password textbox with value123456
[INFO ] [2021-12-25 19:30:28,485] User_01_Register- Step 07:  enter to confirm password textbox with value123456
[INFO ] [2021-12-25 19:30:28,564] User_01_Register- Step 08: click to Register button
[INFO ] [2021-12-25 19:30:30,048] User_01_Register- Step 09: verify successmessage is displayed
[INFO ] [2021-12-25 19:30:30,108] User_01_Register- Step 10: click to Logout link
[INFO ] [2021-12-25 19:30:31,862] User_02_Login- Step 01: click to Login link
[INFO ] [2021-12-25 19:30:32,359] User_02_Login- Step 02: input email textbox
[INFO ] [2021-12-25 19:30:32,442] User_02_Login- Step 03: input password textbox
[INFO ] [2021-12-25 19:30:32,518] User_02_Login- Step 04: click to Login button
[INFO ] [2021-12-25 19:30:33,274] User_02_Login- Step 05: verify my account link is displayed
[INFO ] [2021-12-25 19:30:33,363] User_02_Login- Step 06: click to my account link
[INFO ] [2021-12-25 19:30:34,565] User_02_Login- Step 01: verify page customer infor is displayed
[INFO ] [2021-12-25 19:30:34,650]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-12-25 19:30:34,653] Post-condition: close browser
[INFO ] [2021-12-25 19:38:30,498] Pre-condition - Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-12-25 19:38:36,022] User_01_Register- Step 01: Verify Home page is displayed
[INFO ] [2021-12-25 19:38:36,026] User_01_Register- Step 02: click to Register link
[INFO ] [2021-12-25 19:38:40,466] User_01_Register- Step 03: enter to first Name textbox
[INFO ] [2021-12-25 19:38:40,557] User_01_Register- Step 04:  enter to last Name textbox
[INFO ] [2021-12-25 19:38:40,630] User_01_Register- Step 05:  enter to email textbox with valueauto9231@mail.com
[INFO ] [2021-12-25 19:38:40,735] User_01_Register- Step 06:  enter to password textbox with value123456
[INFO ] [2021-12-25 19:38:40,836] User_01_Register- Step 07:  enter to confirm password textbox with value123456
[INFO ] [2021-12-25 19:38:40,912] User_01_Register- Step 08: click to Register button
[INFO ] [2021-12-25 19:38:42,711] User_01_Register- Step 09: verify successmessage is displayed
[INFO ] [2021-12-25 19:38:42,763] User_01_Register- Step 10: click to Logout link
[INFO ] [2021-12-25 19:38:45,170] User_02_Login- Step 01: click to Login link
[INFO ] [2021-12-25 19:38:46,360] User_02_Login- Step 02: input email textbox
[INFO ] [2021-12-25 19:38:46,463] User_02_Login- Step 03: input password textbox
[INFO ] [2021-12-25 19:38:46,538] User_02_Login- Step 04: click to Login button
[INFO ] [2021-12-25 19:38:48,157] User_02_Login- Step 05: verify my account link is displayed
[INFO ] [2021-12-25 19:38:48,219] User_02_Login- Step 06: click to my account link
[INFO ] [2021-12-25 19:38:48,667] User_02_Login- Step 01: verify page customer infor is displayed
[INFO ] [2021-12-25 19:38:48,735]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-12-25 19:38:48,737] Post-condition: close browser
[INFO ] [2021-12-25 19:38:49,435] Pre-condition - Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-12-25 19:40:27,119] Pre-condition - Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-12-25 19:40:27,119] Pre-condition - Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-12-25 19:40:33,149] User_01_Register- Step 01: Verify Home page is displayed
[INFO ] [2021-12-25 19:40:33,152] User_01_Register- Step 02: click to Register link
[INFO ] [2021-12-25 19:40:37,536] User_01_Register- Step 03: enter to first Name textbox
[INFO ] [2021-12-25 19:40:37,641] User_01_Register- Step 04:  enter to last Name textbox
[INFO ] [2021-12-25 19:40:37,733] User_01_Register- Step 05:  enter to email textbox with valueauto8316@mail.com
[INFO ] [2021-12-25 19:40:37,819] User_01_Register- Step 06:  enter to password textbox with value123456
[INFO ] [2021-12-25 19:40:37,906] User_01_Register- Step 07:  enter to confirm password textbox with value123456
[INFO ] [2021-12-25 19:40:37,982] User_01_Register- Step 08: click to Register button
[INFO ] [2021-12-25 19:40:39,983] User_01_Register- Step 09: verify successmessage is displayed
[INFO ] [2021-12-25 19:40:40,040] User_01_Register- Step 10: click to Logout link
[INFO ] [2021-12-25 19:40:41,404] User_02_Login- Step 01: click to Login link
[INFO ] [2021-12-25 19:40:42,479] User_02_Login- Step 02: input email textbox
[INFO ] [2021-12-25 19:40:42,563] User_02_Login- Step 03: input password textbox
[INFO ] [2021-12-25 19:40:42,657] User_02_Login- Step 04: click to Login button
[INFO ] [2021-12-25 19:40:44,188] User_02_Login- Step 05: verify my account link is displayed
[INFO ] [2021-12-25 19:40:44,255] User_02_Login- Step 06: click to my account link
[INFO ] [2021-12-25 19:40:45,385] User_02_Login- Step 01: verify page customer infor is displayed
[INFO ] [2021-12-25 19:40:45,453]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-12-25 19:40:45,455] Post-condition: close browser
[INFO ] [2021-12-25 19:43:32,180] Pre-condition - Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-12-25 19:49:22,785] Pre-condition - Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-12-25 19:49:26,184] User_01_Register- Step 01: Verify Home page is displayed
[INFO ] [2021-12-25 19:49:26,189] User_01_Register- Step 02: click to Register link
[INFO ] [2021-12-25 19:49:30,637] User_01_Register- Step 03: enter to first Name textbox
[INFO ] [2021-12-25 19:49:30,774] User_01_Register- Step 04:  enter to last Name textbox
[INFO ] [2021-12-25 19:49:30,904] User_01_Register- Step 05:  enter to email textbox with valueauto4302@mail.com
[INFO ] [2021-12-25 19:49:31,052] User_01_Register- Step 06:  enter to password textbox with value123456
[INFO ] [2021-12-25 19:49:31,186] User_01_Register- Step 07:  enter to confirm password textbox with value123456
[INFO ] [2021-12-25 19:49:31,307] User_01_Register- Step 08: click to Register button
[INFO ] [2021-12-25 19:49:32,678] User_01_Register- Step 09: verify successmessage is displayed
[INFO ] [2021-12-25 19:49:32,742] User_01_Register- Step 10: click to Logout link
[INFO ] [2021-12-25 19:49:34,303] User_02_Login- Step 01: click to Login link
[INFO ] [2021-12-25 19:49:34,828] User_02_Login- Step 02: input email textbox
[INFO ] [2021-12-25 19:49:34,953] User_02_Login- Step 03: input password textbox
[INFO ] [2021-12-25 19:49:35,079] User_02_Login- Step 04: click to Login button
[INFO ] [2021-12-25 19:49:36,697] User_02_Login- Step 05: verify my account link is displayed
[INFO ] [2021-12-25 19:49:36,795] User_02_Login- Step 06: click to my account link
[INFO ] [2021-12-25 19:49:37,260] User_02_Login- Step 01: verify page customer infor is displayed
[INFO ] [2021-12-25 19:49:37,336]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-12-25 19:49:37,342] Post-condition: close browser
[INFO ] [2021-12-25 19:50:13,417] Pre-condition - Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-12-25 19:50:13,417] Pre-condition - Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-12-25 19:50:17,141] User_01_Register- Step 01: Verify Home page is displayed
[INFO ] [2021-12-25 19:50:17,145] User_01_Register- Step 02: click to Register link
[INFO ] [2021-12-25 19:50:19,379] User_01_Register- Step 01: Verify Home page is displayed
[INFO ] [2021-12-25 19:50:19,379] User_01_Register- Step 02: click to Register link
[INFO ] [2021-12-25 19:50:21,629] User_01_Register- Step 03: enter to first Name textbox
[INFO ] [2021-12-25 19:50:21,763] User_01_Register- Step 04:  enter to last Name textbox
[INFO ] [2021-12-25 19:50:21,886] User_01_Register- Step 05:  enter to email textbox with valueauto7666@mail.com
[INFO ] [2021-12-25 19:50:22,013] User_01_Register- Step 06:  enter to password textbox with value123456
[INFO ] [2021-12-25 19:50:22,138] User_01_Register- Step 07:  enter to confirm password textbox with value123456
[INFO ] [2021-12-25 19:50:22,262] User_01_Register- Step 08: click to Register button
[INFO ] [2021-12-25 19:50:23,830] User_01_Register- Step 03: enter to first Name textbox
[INFO ] [2021-12-25 19:50:23,921] User_01_Register- Step 04:  enter to last Name textbox
[INFO ] [2021-12-25 19:50:23,995] User_01_Register- Step 05:  enter to email textbox with valueauto8538@mail.com
[INFO ] [2021-12-25 19:50:24,090] User_01_Register- Step 06:  enter to password textbox with value123456
[INFO ] [2021-12-25 19:50:24,164] User_01_Register- Step 07:  enter to confirm password textbox with value123456
[INFO ] [2021-12-25 19:50:24,242] User_01_Register- Step 08: click to Register button
[INFO ] [2021-12-25 19:50:24,527] User_01_Register- Step 09: verify successmessage is displayed
[INFO ] [2021-12-25 19:50:24,592] User_01_Register- Step 10: click to Logout link
[INFO ] [2021-12-25 19:50:26,537] User_01_Register- Step 09: verify successmessage is displayed
[INFO ] [2021-12-25 19:50:26,582] User_01_Register- Step 10: click to Logout link
[INFO ] [2021-12-25 19:50:27,077] User_02_Login- Step 01: click to Login link
[INFO ] [2021-12-25 19:50:27,480] User_02_Login- Step 01: click to Login link
[INFO ] [2021-12-25 19:50:27,632] User_02_Login- Step 02: input email textbox
[INFO ] [2021-12-25 19:50:27,893] User_02_Login- Step 03: input password textbox
[INFO ] [2021-12-25 19:50:28,031] User_02_Login- Step 04: click to Login button
[INFO ] [2021-12-25 19:50:28,690] User_02_Login- Step 02: input email textbox
[INFO ] [2021-12-25 19:50:28,778] User_02_Login- Step 03: input password textbox
[INFO ] [2021-12-25 19:50:28,832] User_02_Login- Step 05: verify my account link is displayed
[INFO ] [2021-12-25 19:50:28,880] User_02_Login- Step 04: click to Login button
[INFO ] [2021-12-25 19:50:28,927] User_02_Login- Step 06: click to my account link
[INFO ] [2021-12-25 19:50:29,473] User_02_Login- Step 01: verify page customer infor is displayed
[INFO ] [2021-12-25 19:50:29,547]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-12-25 19:50:29,552] Post-condition: close browser
[INFO ] [2021-12-25 19:50:29,743] User_02_Login- Step 05: verify my account link is displayed
[INFO ] [2021-12-25 19:50:29,840] User_02_Login- Step 06: click to my account link
[INFO ] [2021-12-25 19:50:31,010] User_02_Login- Step 01: verify page customer infor is displayed
[INFO ] [2021-12-25 19:50:31,074]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-12-25 19:50:31,075] Post-condition: close browser
[INFO ] [2021-12-25 20:16:44,816] Pre-condition - Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-12-25 20:16:49,935] User_01_Register- Step 01: Verify Home page is displayed
[INFO ] [2021-12-25 20:16:49,937] User_01_Register- Step 02: click to Register link
[INFO ] [2021-12-25 20:16:54,838] User_01_Register- Step 03: enter to first Name textbox
[INFO ] [2021-12-25 20:16:54,930] User_01_Register- Step 04:  enter to last Name textbox
[INFO ] [2021-12-25 20:16:55,020] User_01_Register- Step 05:  enter to email textbox with valueauto6186@mail.com
[INFO ] [2021-12-25 20:16:55,101] User_01_Register- Step 06:  enter to password textbox with value123456
[INFO ] [2021-12-25 20:16:55,190] User_01_Register- Step 07:  enter to confirm password textbox with value123456
[INFO ] [2021-12-25 20:16:55,290] User_01_Register- Step 08: click to Register button
[INFO ] [2021-12-25 20:16:57,243] User_01_Register- Step 09: verify successmessage is displayed
[INFO ] [2021-12-25 20:16:57,290] User_01_Register- Step 10: click to Logout link
[INFO ] [2021-12-25 20:16:59,455] User_02_Login- Step 01: click to Login link
[INFO ] [2021-12-25 20:16:59,975] User_02_Login- Step 02: input email textbox
[INFO ] [2021-12-25 20:17:00,137] User_02_Login- Step 03: input password textbox
[INFO ] [2021-12-25 20:17:00,275] User_02_Login- Step 04: click to Login button
[INFO ] [2021-12-25 20:17:01,855] User_02_Login- Step 05: verify my account link is displayed
[INFO ] [2021-12-25 20:17:01,942] User_02_Login- Step 06: click to my account link
[INFO ] [2021-12-25 20:17:02,536] User_02_Login- Step 01: verify page customer infor is displayed
[INFO ] [2021-12-25 20:17:02,621]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-12-25 20:17:02,624] Post-condition: close browser
[INFO ] [2021-12-26 16:24:39,233] Pre-condition - Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-12-26 16:24:45,109] User_01_Register- Step 01: Verify Home page is displayed
[INFO ] [2021-12-26 16:24:45,119] User_01_Register- Step 02: click to Register link
[INFO ] [2021-12-26 16:24:49,590] User_01_Register- Step 03: enter to first Name textbox
[INFO ] [2021-12-26 16:24:49,689] User_01_Register- Step 04:  enter to last Name textbox
[INFO ] [2021-12-26 16:24:49,769] User_01_Register- Step 05:  enter to email textbox with valueauto7717@mail.com
[INFO ] [2021-12-26 16:24:49,869] User_01_Register- Step 06:  enter to password textbox with value123456
[INFO ] [2021-12-26 16:24:49,961] User_01_Register- Step 07:  enter to confirm password textbox with value123456
[INFO ] [2021-12-26 16:24:50,051] User_01_Register- Step 08: click to Register button
[INFO ] [2021-12-26 16:24:51,569] User_01_Register- Step 09: verify successmessage is displayed
[INFO ] [2021-12-26 16:24:51,624] User_01_Register- Step 10: click to Logout link
[INFO ] [2021-12-26 16:24:53,112] User_02_Login- Step 01: click to Login link
[INFO ] [2021-12-26 16:24:54,283] User_02_Login- Step 02: input email textbox
[INFO ] [2021-12-26 16:24:54,362] User_02_Login- Step 03: input password textbox
[INFO ] [2021-12-26 16:24:54,439] User_02_Login- Step 04: click to Login button
[INFO ] [2021-12-26 16:24:55,905] User_02_Login- Step 05: verify my account link is displayed
[INFO ] [2021-12-26 16:24:56,004] User_02_Login- Step 06: click to my account link
[INFO ] [2021-12-26 16:24:56,484] User_02_Login- Step 01: verify page customer infor is displayed
[INFO ] [2021-12-26 16:24:56,554]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-12-26 16:24:56,556] Post-condition: close browser
[INFO ] [2021-12-26 16:53:40,857] Pre-condition - Open browser 'firefox' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-12-26 16:53:46,415] User_01_Register- Step 01: Verify Home page is displayed
[INFO ] [2021-12-26 16:53:46,418] User_01_Register- Step 02: click to Register link
[INFO ] [2021-12-26 16:53:50,970] User_01_Register- Step 03: enter to first Name textbox
